stage_cd,route_cd,dsp_cd,van_type,station_cd,route_dt,cycle_cd,loadout_tm,bags_tot,overflow_tot,packages_tot,commercial_packages_tot,bag_line_no,bag_sort_zn,bag_id,bag_pkgs,overflow_line_no,overflow_sort_zn,overflow_pkgs
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,1,D-26.3G,Green108,16,1,D-26.3G,5
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,3,D-26.2G,Green166,14,3,D-26.1G,1
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,4,D-26.1G,Black603,20,4,D-26.4G,1
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,5,D-26.4G,Green148,10,5,D-26.3E,3
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,6,D-26.3E,Yellow607,18,6,D-26.2E,1
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,7,D-26.2E,Navy508,11,7,D-26.1E,1
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,8,D-26.1E,Navy286,7,8,D-26.2D,2
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,9,D-26.3D,Navy999,14,9,D-26.1D,4
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,10,D-26.2D,Orange790,16,10,D-26.4D,3
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,11,D-26.1D,Navy396,14,11,D-26.4E,1
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,12,D-26.4D,Green177,12,12,D-26.2B,2
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,13,D-26.3C,Green048,9,13,D-26.3B,1
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,14,D-26.2C,Green170,11,,,
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,15,D-26.4E,Navy969,15,,,
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,16,D-26.2B,Orange922,8,,,
STG.H.12,CX1,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,17,26,252,27,17,D-26.3B,Yellow577,15,,,
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,1,D-26.1C,Navy793,15,1,D-26.1C,4
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,3,D-25.3C,Navy314,13,3,D-25.2C,3
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,4,D-25.2C,Black642,11,4,D-25.1C,2
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,5,D-25.1C,Black403,8,5,D-25.4C,2
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,6,D-25.4C,Orange280,9,6,D-25.4D,2
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,7,D-25.4D,Orange161,10,7,D-25.1D,3
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,8,D-25.1D,Black271,16,8,D-25.2D,2
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,9,D-25.2D,Green227,12,9,D-25.3D,8
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,10,D-25.3D,Black746,15,10,D-26.4A,1
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,11,D-26.4A,Green176,5,11,D-26.3A,2
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,12,D-26.1A,Navy429,12,12,D-26.1B,1
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,13,D-26.2A,Orange513,14,13,D-26.4B,2
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,14,D-26.3A,Orange405,11,14,D-26.4C,5
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,15,D-26.1B,Orange405,10,,,
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,16,D-26.4B,Green104,7,,,
STG.B.4,CX2,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,17,39,234,23,17,D-26.4C,Green172,12,,,
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,1,D-22.1G,Navy526,15,1,D-22.1G,2
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,2,D-22.2G,Yellow584,13,2,D-25.4A,3
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,3,D-22.3G,Green696,10,3,D-25.1A,5
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,4,D-25.4A,Black871,8,4,D-22.4G,1
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,5,D-25.1A,Yellow675,12,5,D-22.3E,6
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,6,D-25.2A,Orange351,12,6,D-22.2E,3
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,7,D-22.4G,Navy165,10,7,D-22.1E,2
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,9,D-22.3E,Navy572,18,9,D-22.2D,5
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,10,D-22.2E,Black609,9,10,D-22.1D,1
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,11,D-22.1E,Orange676,14,11,D-25.1B,1
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,12,D-22.4E,Green931,12,12,D-25.4B,3
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,13,D-22.3D,Navy485,9,13,D-25.2B,4
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,14,D-22.2D,Orange718,15,14,D-25.3B,4
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,16,D-22.1D,Navy380,14,,,
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,17,D-25.1B,Orange102,9,,,
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,18,D-25.4B,Navy398,15,,,
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,19,D-25.3A,Navy286,11,,,
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,20,D-25.2B,Navy422,19,,,
STG.D.9,CX3,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,22,42,327,9,22,D-25.3B,Green535,16,,,
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,1,D-22.1C,Green706,10,1,D-22.1C,2
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,2,D-22.2C,Black630,17,2,D-22.2C,1
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,3,D-22.3C,Black980,18,3,D-22.3C,1
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,4,D-22.4D,Green543,13,4,D-22.4C,1
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,5,D-22.4C,Green234,12,5,D-22.2B,1
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,6,D-22.3B,Green400,18,6,D-22.1B,1
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,7,D-22.2B,Navy394,11,7,D-22.4B,5
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,8,D-22.1B,Yellow741,14,8,D-22.2A,1
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,9,D-22.4B,Navy181,16,9,D-22.4A,1
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,11,D-22.3A,Navy257,8,11,D-21.3E,7
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,12,D-22.2A,Green995,9,,,
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,13,D-22.1A,Green881,16,,,
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,14,D-22.4A,Orange146,5,,,
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,15,D-21.2G,Navy236,12,,,
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,16,D-21.3G,Yellow086,13,,,
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,17,D-21.1G,Navy834,13,,,
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,18,D-21.4G,Green528,20,,,
STG.D.8,CX4,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,19,23,270,23,19,D-21.3E,Green846,6,,,
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,1,D-21.2B,Yellow997,10,1,D-21.3B,2
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,2,D-21.3B,Green987,12,2,D-21.4C,3
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,3,D-21.4C,Black001,13,3,D-21.1C,1
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,5,D-21.1C,Orange701,12,5,D-21.3C,1
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,6,D-21.2C,Orange608,16,6,D-21.4D,3
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,7,D-21.3C,Orange211,11,7,D-21.1D,2
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,8,D-21.4D,Orange118,12,8,D-21.2D,4
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,9,D-21.1D,Black993,15,9,D-21.3D,2
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,10,D-21.2D,Black093,20,10,D-21.2E,2
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,11,D-21.3D,Navy328,14,11,D-21.1E,1
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,12,D-21.4E,Black293,10,12,D-21.4B,5
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,13,D-21.2E,Navy376,9,13,D-21.1B,4
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,15,D-21.1E,Green843,15,,,
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,16,D-21.4B,Orange190,10,,,
STG.D.10,CX5,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,18,31,249,9,18,D-21.1B,Black750,7,,,
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,1,D-18.3B,Green658,6,1,D-18.3B,1
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,3,D-18.4C,Black620,8,3,D-18.1C,3
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,4,D-18.1C,Yellow414,11,4,D-18.2C,3
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,5,D-18.2C,Navy163,17,5,D-18.3C,3
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,6,D-18.3C,Orange566,10,6,D-18.4D,1
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,8,D-18.4D,Yellow784,12,8,D-18.4E,2
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,9,D-18.1D,Orange262,9,9,D-18.1E,4
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,10,D-18.2D,Green919,15,10,D-18.3E,1
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,11,D-18.3D,Green982,6,11,D-18.2G,1
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,12,D-18.4E,Green459,8,12,D-18.3G,1
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,13,D-18.1E,Orange366,22,13,D-21.4A,1
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,14,D-18.2E,Navy138,11,14,D-21.3A,4
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,15,D-18.3E,Orange083,9,,,
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,16,D-18.4G,Orange769,13,,,
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,17,D-18.1G,Black127,9,,,
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,18,D-18.2G,Orange248,11,,,
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,19,D-18.3G,Black633,13,,,
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,20,D-21.4A,Navy904,8,,,
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,21,D-21.1A,Navy936,11,,,
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,22,D-21.2A,Green096,14,,,
STG.B.1,CX6,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,10:50 AM,23,28,275,2,23,D-21.3A,Navy328,8,,,
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,1,D-18.3A,Orange395,14,1,D-18.3A,2
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,2,D-18.4B,Navy722,10,2,D-18.2B,2
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,3,D-18.2B,Navy630,12,3,D-18.1B,3
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,5,D-18.1B,Green839,20,5,D-17.3E,6
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,6,D-17.2E,Green046,16,6,D-17.1G,2
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,7,D-17.3E,Yellow181,20,7,D-17.1E,4
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,8,D-17.4G,Green535,7,8,D-17.4E,1
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,9,D-17.1G,Black890,9,9,D-17.3D,1
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,10,D-17.1E,Black398,20,10,D-17.2D,1
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,11,D-17.4E,Navy074,12,11,D-17.3G,3
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,12,D-17.3D,Green505,20,12,D-18.4A,3
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,13,D-17.2D,Black937,11,13,D-18.1A,3
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,14,D-17.2G,Black395,12,14,D-18.2A,1
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,15,D-17.3G,Orange356,10,,,
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,16,D-18.4A,Orange902,11,,,
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,17,D-18.1A,Navy686,18,,,
STG.C.18,CX7,LDCD,Standard Parcel - Large Van,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:10 AM,18,33,278,21,18,D-18.2A,Orange961,11,,,
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,1,D-17.1D,Green770,10,1,D-17.1D,3
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,3,D-17.4D,Navy135,12,3,D-17.3C,4
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,4,D-17.3C,Navy286,17,4,D-17.2C,3
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,5,D-17.2C,Green037,12,5,D-17.1C,2
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,6,D-17.1C,Navy755,17,6,D-17.4C,1
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,7,D-17.4C,Orange248,9,7,D-17.3B,3
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,8,D-17.3B,Black210,21,8,D-17.2B,1
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,9,D-17.2B,Green163,13,9,D-17.4B,1
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,10,D-17.1B,Green782,11,10,D-17.3A,3
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,11,D-17.4B,Orange665,10,11,D-17.2A,3
STG.H.8,CX8,LDCD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:05 AM,19,36,285,30,12,D-17.3A,Yellow243,14,12,D-17.1A,3
