stage_cd,route_cd,dsp_cd,van_type,station_cd,route_dt,cycle_cd,loadout_tm,bags_tot,overflow_tot,packages_tot,commercial_packages_tot,bag_line_no,bag_sort_zn,bag_id,bag_pkgs,overflow_line_no,overflow_sort_zn,overflow_pkgs
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,11,B-20.3D,Navy845,23,11,B-23.2A,2
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,12,B-20.1G,Green526,10,12,B-23.1B,4
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,13,B-20.2G,Orange896,4,13,B-23.2B,1
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,14,B-20.3G,Green021,11,14,B-23.3B,1
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,15,B-23.4A,Green870,8,,,
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,16,B-23.1A,Navy833,11,,,
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,17,B-23.4B,Black627,6,,,
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,19,B-23.2A,Black613,10,,,
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,21,B-23.3A,Navy574,7,,,
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,22,B-23.1B,Green355,13,,,
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,23,B-23.2B,Navy062,10,,,
STG.K.7,CX115,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,24,28,298,22,24,B-23.3B,Orange689,18,,,
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,1,B-19.2D,Navy090,5,1,B-19.2D,3
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,2,B-19.3D,Green128,13,2,B-19.3D,1
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,4,B-19.4E,Black031,16,4,B-19.2E,2
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,5,B-19.1E,Orange144,19,5,B-19.4G,1
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,6,B-19.2E,Green805,14,6,B-19.1G,3
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,7,B-19.3E,Yellow780,9,7,B-19.2G,1
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,8,B-19.4G,Green342,13,8,B-20.4A,4
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,9,B-19.1G,Yellow720,16,9,B-20.2A,4
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,11,B-19.2G,Yellow969,17,11,B-20.2B,2
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,12,B-19.3G,Black285,11,12,B-20.3B,1
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,13,B-20.4A,Yellow221,12,13,B-20.1C,1
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,14,B-20.1A,Yellow977,16,14,B-20.2C,2
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,15,B-20.2A,Yellow404,17,,,
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,16,B-20.3A,Green989,15,,,
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,17,B-20.4B,Black616,8,,,
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,18,B-20.1B,Orange623,8,,,
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,19,B-20.2B,Navy662,22,,,
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,20,B-20.3B,Yellow547,13,,,
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,21,B-20.4C,Navy557,12,,,
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,22,B-20.1C,Black777,18,,,
STG.D.1,CX116,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,23,27,346,39,23,B-20.2C,Black925,16,,,
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,1,B-19.2A,Green758,19,1,B-19.2A,2
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,2,B-19.1A,Black956,17,2,B-19.1A,4
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,3,B-19.4A,Black933,12,3,B-16.4G,3
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,4,B-16.4G,Green771,15,4,B-16.1G,1
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,5,B-16.1G,Orange760,11,5,B-16.2G,1
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,6,B-16.2G,Navy948,11,6,B-16.3G,1
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,7,B-16.3G,Yellow043,9,7,B-19.4B,4
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,8,B-19.4B,Yellow557,25,8,B-19.3A,2
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,9,B-19.3A,Orange270,20,9,B-19.3C,1
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,10,B-19.1D,Navy048,18,10,B-19.1C,1
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,11,B-19.2C,Orange005,13,11,B-19.4C,1
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,12,B-19.3C,Yellow964,11,12,B-19.3B,2
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,13,B-19.4D,Green609,7,13,B-19.2B,2
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,14,B-19.1C,Orange437,13,14,B-19.1B,7
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,15,B-19.4C,Orange722,11,,,
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,16,B-19.3B,Orange410,8,,,
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,17,B-19.2B,Navy684,16,,,
STG.L.18,CX117,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,19,32,290,40,18,B-19.1B,Green380,11,,,
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,1,B-16.3C,Orange201,8,1,B-16.3C,3
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,2,B-16.4D,Yellow615,7,2,B-16.4D,2
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,3,B-16.1D,Green187,16,3,B-16.1C,2
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,4,B-16.2C,Orange750,13,4,B-16.4C,1
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,5,B-16.1C,Orange436,15,5,B-16.3B,2
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,7,B-16.4C,Yellow739,14,7,B-16.4E,2
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,8,B-16.3B,Navy081,16,8,B-16.3D,1
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,9,B-16.3E,Orange168,10,9,B-16.2D,1
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,11,B-16.2E,Orange280,5,11,B-15.2G,1
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,12,B-16.1E,Black576,13,12,B-15.3G,1
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,13,B-16.4E,Black392,16,13,B-16.4A,1
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,14,B-16.3D,Orange056,12,14,B-16.3A,1
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,15,B-16.2D,Yellow781,11,15,B-16.1B,4
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,16,B-15.1G,Green782,13,16,B-16.4B,2
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,17,B-15.2G,Green747,15,,,
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,18,B-15.3G,Green846,12,,,
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,19,B-16.4A,Green756,9,,,
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,21,B-16.1A,Navy749,11,,,
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,22,B-16.2A,Navy519,13,,,
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,23,B-16.3A,Green897,14,,,
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,24,B-16.2B,Orange650,17,,,
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,25,B-16.1B,Yellow524,21,,,
STG.D.2,CX118,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,28,351,25,26,B-16.4B,Orange048,8,,,
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,1,B-15.1B,Orange570,11,1,B-15.2B,4
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,2,B-15.2B,Orange738,15,2,B-12.3G,3
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,3,B-12.3G,Navy397,11,3,B-15.1A,2
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,4,B-15.4A,Green328,2,4,B-15.4B,2
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,5,B-15.1A,Orange112,7,5,B-15.3B,2
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,6,B-15.2A,Orange447,9,6,B-15.1C,1
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,7,B-15.3A,Yellow564,16,7,B-15.2C,1
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,8,B-15.4B,Green360,11,8,B-15.3C,1
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,10,B-15.3B,Black015,19,10,B-15.1D,4
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,11,B-15.4C,Yellow221,13,11,B-15.2D,1
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,12,B-15.1C,Black227,6,12,B-15.3D,3
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,13,B-15.2C,Green387,11,13,B-15.4E,2
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,14,B-15.3C,Black787,10,14,B-15.1E,1
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,15,B-15.4D,Orange565,13,15,B-15.2E,1
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,16,B-15.1D,Orange429,11,,,
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,17,B-15.2D,Yellow904,12,,,
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,19,B-15.3D,Orange461,12,,,
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,20,B-15.4E,Navy610,4,,,
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,21,B-15.1E,Green924,19,,,
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,22,B-15.2E,Black771,21,,,
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,23,B-15.3E,Navy016,12,,,
STG.D.4,CX119,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,24,29,305,21,24,B-15.4G,Yellow773,8,,,
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,1,B-12.2G,Navy817,20,1,B-12.2G,3
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,2,B-12.1G,Navy146,9,2,B-12.4G,2
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,3,B-12.4G,Green935,15,3,B-12.3E,1
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,5,B-12.3E,Orange302,15,5,B-12.2A,1
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,6,B-12.2E,Green426,18,6,B-12.3A,1
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,7,B-12.2A,Navy850,10,7,B-12.1B,3
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,8,B-12.4B,Orange363,11,8,B-12.3B,5
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,9,B-12.3A,Orange280,18,9,B-12.1E,1
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,10,B-12.1B,Green891,10,10,B-12.4E,3
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,11,B-12.2B,Black955,15,11,B-12.3D,2
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,12,B-12.3B,Navy204,22,12,B-12.2D,3
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,13,B-12.4C,Orange370,13,13,B-12.1C,2
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,14,B-12.1E,Yellow538,16,,,
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,15,B-12.4E,Black237,16,,,
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,16,B-12.3D,Green921,16,,,
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,17,B-12.2D,Green733,10,,,
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,18,B-12.1D,Green640,19,,,
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,19,B-12.4D,Navy532,10,,,
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,20,B-12.3C,Orange801,19,,,
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,21,B-12.2C,Navy751,14,,,
STG.L.17,CX120,HADD,Standard Parcel - Extra Large Van - US,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:30 AM,23,31,364,41,22,B-12.1C,Black160,11,,,
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,1,B-11.3C,Black387,9,1,B-11.3C,2
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,2,B-11.2C,Navy570,2,2,B-11.3D,1
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,3,B-11.3D,Black346,13,3,B-11.3E,2
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,4,B-11.4E,Orange209,11,4,B-11.2E,1
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,5,B-11.3E,Yellow361,15,5,B-11.1E,2
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,6,B-11.2E,Green612,10,6,B-11.2G,5
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,7,B-11.1E,Yellow327,13,7,B-11.3G,3
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,9,B-11.4G,Orange337,11,9,B-11.1D,1
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,10,B-11.1G,Green507,11,10,B-11.1C,2
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,11,B-11.2G,Green810,11,11,B-11.3B,3
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,12,B-11.3G,Orange221,14,12,B-11.2B,1
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,14,B-12.4A,Green993,8,14,B-11.4B,1
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,15,B-12.1A,Black271,16,,,
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,16,B-11.2D,Green818,17,,,
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,17,B-11.1D,Navy730,10,,,
STG.A.6,CX121,HADD,Standard Parcel Electric - Rivian MEDIUM,DPP7,"TUE, NOV 28, 2023",C Y C L E _ 1,11:15 AM,26,33,343,33,18,B-11.4D,Navy938,8,,,
